Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Format,Category,Type
Yasir Shah (PAK),2011-2011,2,2,4,4,0,0,4,3 (3ct 0st),2.0,T20,Fielding,Fielding
Ziaur Rahman (BDESH),2012-2014,14,14,4,4,0,0,4,2 (2ct 0st),0.285,T20,Fielding,Fielding
MR Adair (IRE),2019-2019,17,17,3,3,0,0,3,1 (1ct 0st),0.17600000000000002,T20,Fielding,Fielding
S Adedeji (NGA),2019-2019,6,6,3,3,0,0,3,1 (1ct 0st),0.5,T20,Fielding,Fielding
Afif Hossain (BDESH),2018-2019,8,8,3,3,0,0,3,1 (1ct 0st),0.375,T20,Fielding,Fielding
Aftab Alam (AFG),2012-2018,12,12,3,3,0,0,3,2 (2ct 0st),0.25,T20,Fielding,Fielding
KK Ahmed (INDIA),2018-2019,14,14,3,3,0,0,3,1 (1ct 0st),0.214,T20,Fielding,Fielding
Ainool Haqqiem (MAL),2019-2019,4,4,3,1,2,1,0,2 (0ct 2st),0.75,T20,Fielding,Fielding
TP Allen (USA),2019-2019,5,5,3,3,0,0,3,1 (1ct 0st),0.6,T20,Fielding,Fielding
Al-Amin Hossain (BDESH),2013-2019,28,26,3,3,0,0,3,1 (1ct 0st),0.115,T20,Fielding,Fielding
Amir Mangal (GER),2019-2019,9,9,3,3,0,0,3,2 (2ct 0st),0.33299999999999996,T20,Fielding,Fielding
JM Anderson (ENG),2007-2009,19,19,3,3,0,0,3,1 (1ct 0st),0.157,T20,Fielding,Fielding
Anowarul Islam (THAI),2019-2019,4,4,3,3,0,0,3,2 (2ct 0st),0.75,T20,Fielding,Fielding
P Arrighi (Arg),2019-2019,5,5,3,3,0,0,3,2 (2ct 0st),0.6,T20,Fielding,Fielding
Asad Shafiq (PAK),2010-2012,10,10,3,3,0,0,3,1 (1ct 0st),0.3,T20,Fielding,Fielding
NJ Astle (NZ),2005-2006,4,4,3,3,0,0,3,2 (2ct 0st),0.75,T20,Fielding,Fielding
TD Astle (NZ),2016-2019,3,3,3,3,0,0,3,1 (1ct 0st),1.0,T20,Fielding,Fielding
AJ Ayannaike (NGA),2019-2019,3,3,3,2,1,2,0,3 (2ct 1st),1.0,T20,Fielding,Fielding
F Baaleri (Ghana),2019-2019,4,4,3,3,0,1,2,2 (2ct 0st),0.75,T20,Fielding,Fielding
Babar Ali (BAH),2019-2019,3,3,3,3,0,0,3,1 (1ct 0st),1.0,T20,Fielding,Fielding
V Balakrishnan (Botsw),2019-2019,3,3,3,3,0,0,3,3 (3ct 0st),1.0,T20,Fielding,Fielding
OGL Bascome (BMUDA),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,T20,Fielding,Fielding
V Baskaran (SGP),2019-2019,12,12,3,3,0,0,3,1 (1ct 0st),0.25,T20,Fielding,Fielding
C Bisson (JER),2019-2019,14,14,3,3,0,0,3,1 (1ct 0st),0.214,T20,Fielding,Fielding
A Bohara (NEPAL),2019-2019,17,17,3,3,0,0,3,1 (1ct 0st),0.17600000000000002,T20,Fielding,Fielding
DG Brownlie (NZ),2010-2014,5,5,3,3,0,0,3,1 (1ct 0st),0.6,T20,Fielding,Fielding
IG Butler (NZ),2009-2013,19,19,3,3,0,0,3,1 (1ct 0st),0.157,T20,Fielding,Fielding
J Butler (GUE),2019-2019,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
C Carter (HKG),2015-2017,10,10,3,2,1,2,0,1 (1ct 0st),0.3,T20,Fielding,Fielding
C Chete (MWI),2019-2019,2,2,3,3,0,3,0,2 (2ct 0st),1.5,T20,Fielding,Fielding
LA Collado (GIBR),2019-2019,4,4,3,2,1,2,0,1 (1ct 0st),0.75,T20,Fielding,Fielding
PC Connell (IRE),2008-2010,9,8,3,3,0,0,3,1 (1ct 0st),0.375,T20,Fielding,Fielding
TK Curran (ENG),2017-2019,15,15,3,3,0,0,3,1 (1ct 0st),0.2,T20,Fielding,Fielding
CJ Dala (SA),2018-2019,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
SM Davies (ENG),2009-2011,5,5,3,2,1,2,0,2 (2ct 0st),0.6,T20,Fielding,Fielding
CD de Lange (SCOT),2015-2017,8,7,3,3,0,0,3,1 (1ct 0st),0.428,T20,Fielding,Fielding
Delawar Khan (DEN),2019-2019,9,7,3,3,0,0,3,2 (2ct 0st),0.428,T20,Fielding,Fielding
BFW de Leede (NL),2018-2019,8,8,3,3,0,0,3,1 (1ct 0st),0.375,T20,Fielding,Fielding
JL Denly (ENG),2009-2019,10,10,3,3,0,0,3,1 (1ct 0st),0.3,T20,Fielding,Fielding
N Dutta (CAN),2019-2019,11,11,3,3,0,0,3,2 (2ct 0st),0.272,T20,Fielding,Fielding
LH Ferguson (NZ),2017-2019,8,8,3,3,0,0,3,2 (2ct 0st),0.375,T20,Fielding,Fielding
CRD Fernando (SL),2006-2016,18,18,3,3,0,0,3,1 (1ct 0st),0.166,T20,Fielding,Fielding
Fiaz Ahmed (BAH),2019-2019,4,4,3,3,0,0,3,2 (2ct 0st),0.75,T20,Fielding,Fielding
Fitri Sham (MAL),2019-2019,15,14,3,3,0,0,3,1 (1ct 0st),0.214,T20,Fielding,Fielding
SC Getkate (IRE),2019-2019,14,14,3,3,0,0,3,2 (2ct 0st),0.214,T20,Fielding,Fielding
D Gim (NGA),2019-2019,6,6,3,3,0,0,3,2 (2ct 0st),0.5,T20,Fielding,Fielding
BD Glover (NL),2019-2019,19,19,3,3,0,0,3,1 (1ct 0st),0.157,T20,Fielding,Fielding
LF Goncalves (),2019-2019,3,3,3,1,2,1,0,2 (1ct 1st),1.0,T20,Fielding,Fielding
Z Groenewald (NAM),2019-2019,10,10,3,3,0,0,3,1 (1ct 0st),0.3,T20,Fielding,Fielding
GM Hamilton (SCOT),2007-2010,12,11,3,3,0,0,3,2 (2ct 0st),0.272,T20,Fielding,Fielding
Haris Sohail (PAK),2013-2019,14,14,3,3,0,0,3,2 (2ct 0st),0.214,T20,Fielding,Fielding
BE Hendricks (SA),2014-2019,11,11,3,3,0,0,3,2 (2ct 0st),0.272,T20,Fielding,Fielding
MC Henriques (AUS),2009-2017,11,11,3,3,0,0,3,1 (1ct 0st),0.272,T20,Fielding,Fielding
JR Hopes (AUS),2005-2010,12,12,3,3,0,0,3,1 (1ct 0st),0.25,T20,Fielding,Fielding
Ibrarul Haq (Saudi),2019-2019,5,5,3,3,0,0,3,3 (3ct 0st),0.6,T20,Fielding,Fielding
Imran Farhat (PAK),2010-2011,7,7,3,3,0,0,3,1 (1ct 0st),0.428,T20,Fielding,Fielding
Imran Khan (1) (PAK),2015-2015,3,3,3,3,0,0,3,2 (2ct 0st),1.0,T20,Fielding,Fielding
Inam-ul-Haq (QAT),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,T20,Fielding,Fielding
MM Iqbal (SCOT),2012-2013,6,6,3,3,0,0,3,1 (1ct 0st),0.5,T20,Fielding,Fielding
Izatullah Dawlatzai (AFG/GER),2012-2019,14,14,3,3,0,0,3,2 (2ct 0st),0.214,T20,Fielding,Fielding
Jahurul Islam (BDESH),2010-2013,3,3,3,3,0,0,3,1 (1ct 0st),1.0,T20,Fielding,Fielding
GSNFG Jayasuriya (SL),2015-2019,16,16,3,3,0,0,3,1 (1ct 0st),0.187,T20,Fielding,Fielding
S Jora (NEPAL),2019-2019,6,6,3,3,0,0,3,1 (1ct 0st),0.5,T20,Fielding,Fielding
I Katzarski (),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,T20,Fielding,Fielding
S Kaveri (Mex),2019-2019,7,7,3,3,0,0,3,2 (2ct 0st),0.428,T20,Fielding,Fielding
JM Kemp (SA),2005-2007,8,8,3,3,0,0,3,1 (1ct 0st),0.375,T20,Fielding,Fielding
Khurram Nawaz (OMAN),2017-2019,18,18,3,3,0,0,3,1 (1ct 0st),0.166,T20,Fielding,Fielding
J Kila (PNG),2019-2019,12,12,3,3,0,0,3,2 (2ct 0st),0.25,T20,Fielding,Fielding
AK Kitchen (NZ),2017-2018,5,4,3,3,0,0,3,2 (2ct 0st),0.75,T20,Fielding,Fielding
RAS Lakmal (SL),2011-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,T20,Fielding,Fielding
S Lamichhane (ICC/NEPAL),2018-2019,18,18,3,3,0,0,3,1 (1ct 0st),0.166,T20,Fielding,Fielding
KS Leverock (BMUDA),2019-2019,12,12,3,3,0,0,3,1 (1ct 0st),0.25,T20,Fielding,Fielding
CA Lynn (AUS),2014-2018,18,17,3,3,0,0,3,1 (1ct 0st),0.17600000000000002,T20,Fielding,Fielding
WK McCallan (IRE),2008-2009,9,8,3,3,0,0,3,1 (1ct 0st),0.375,T20,Fielding,Fielding
R McLaren (SA),2009-2014,12,12,3,3,0,0,3,1 (1ct 0st),0.25,T20,Fielding,Fielding
CD McMillan (NZ),2005-2007,8,8,3,3,0,0,3,2 (2ct 0st),0.375,T20,Fielding,Fielding
WJ Malinda (Mald),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,T20,Fielding,Fielding
SE Marsh (AUS),2008-2016,15,15,3,3,0,0,3,2 (2ct 0st),0.2,T20,Fielding,Fielding
RD McCann (IRE),2012-2012,3,3,3,1,2,1,0,2 (0ct 2st),1.0,T20,Fielding,Fielding
Md Shafiqul Haque (THAI),2019-2019,4,4,3,1,2,1,0,1 (1ct 0st),0.75,T20,Fielding,Fielding
GP Meade (ITA),2019-2019,8,7,3,3,0,0,3,1 (1ct 0st),0.428,T20,Fielding,Fielding
Mehran Khan (OMAN),2015-2019,19,18,3,3,0,0,3,1 (1ct 0st),0.166,T20,Fielding,Fielding
T Mishra (KENYA),2007-2013,15,15,3,3,0,0,3,1 (1ct 0st),0.2,T20,Fielding,Fielding
Mohamed Rishwan (Mald),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,T20,Fielding,Fielding
Mohammad Asif (PAK),2006-2010,11,11,3,3,0,0,3,1 (1ct 0st),0.272,T20,Fielding,Fielding
Mohammad Mithun (BDESH),2014-2019,14,12,3,3,0,0,3,2 (2ct 0st),0.25,T20,Fielding,Fielding
Mohammad Saifuddin (BDESH),2017-2019,13,13,3,3,0,0,3,1 (1ct 0st),0.23,T20,Fielding,Fielding
Mohammad Sami (PAK),2010-2016,13,13,3,3,0,0,3,1 (1ct 0st),0.23,T20,Fielding,Fielding
JM Muirhead (AUS),2014-2014,5,5,3,3,0,0,3,1 (1ct 0st),0.6,T20,Fielding,Fielding
Mujeeb Ur Rahman (AFG),2018-2019,16,16,3,3,0,0,3,1 (1ct 0st),0.187,T20,Fielding,Fielding
AA Mulla (CAN),2008-2008,4,4,3,1,2,1,0,1 (1ct 0st),0.75,T20,Fielding,Fielding
T Munyonga (ZIM),2019-2019,5,5,3,3,0,0,3,2 (2ct 0st),0.6,T20,Fielding,Fielding
TJ Murtagh (IRE),2012-2016,14,14,3,3,0,0,3,1 (1ct 0st),0.214,T20,Fielding,Fielding
Najeeb Tarakai (AFG),2014-2019,12,12,3,3,0,0,3,2 (2ct 0st),0.25,T20,Fielding,Fielding
M Nasim Baras (AFG),2015-2015,3,3,3,3,0,0,3,2 (2ct 0st),1.0,T20,Fielding,Fielding
A Ndlovu (ZIM),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,T20,Fielding,Fielding
PM Nevill (AUS),2016-2016,9,9,3,2,1,2,0,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
DO Obuya (KENYA),2007-2012,10,10,3,2,1,1,1,1 (1ct 0st),0.3,T20,Fielding,Fielding
H Patel (CAN),2010-2013,11,11,3,3,0,0,3,1 (1ct 0st),0.272,T20,Fielding,Fielding
SR Patel (ENG),2011-2013,18,18,3,3,0,0,3,1 (1ct 0st),0.166,T20,Fielding,Fielding
JL Pattinson (AUS),2011-2012,4,4,3,3,0,0,3,2 (2ct 0st),0.75,T20,Fielding,Fielding
Pavandeep Singh (MAL),2019-2019,10,10,3,3,0,0,3,2 (2ct 0st),0.3,T20,Fielding,Fielding
RW Price (ZIM),2008-2012,16,16,3,3,0,0,3,1 (1ct 0st),0.187,T20,Fielding,Fielding
S Qeshile (SA),2019-2019,2,2,3,3,0,3,0,2 (2ct 0st),1.5,T20,Fielding,Fielding
K Rabada (SA),2014-2019,21,21,3,3,0,0,3,1 (1ct 0st),0.142,T20,Fielding,Fielding
LN Rajbanshi (NEPAL),2018-2019,12,12,3,3,0,0,3,1 (1ct 0st),0.25,T20,Fielding,Fielding
Aminuddin Ramly (MAL),2019-2019,10,9,3,3,0,0,3,2 (2ct 0st),0.33299999999999996,T20,Fielding,Fielding
S Ravikumar (CRC),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,T20,Fielding,Fielding
AJ Redmond (NZ),2009-2010,7,7,3,3,0,0,3,2 (2ct 0st),0.428,T20,Fielding,Fielding
KA Reynolds (Blz),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,T20,Fielding,Fielding
MJ Ross (ITA),2019-2019,8,7,3,3,0,0,3,2 (2ct 0st),0.428,T20,Fielding,Fielding
Saad Bin Zafar (CAN),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,T20,Fielding,Fielding
Sajid Cheema (Saudi),2019-2019,5,5,3,3,0,0,3,1 (1ct 0st),0.6,T20,Fielding,Fielding
Salman Butt (PAK),2007-2010,24,24,3,3,0,0,3,1 (1ct 0st),0.125,T20,Fielding,Fielding
P Sarraf (NEPAL),2019-2019,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
BM Scholtz (NAM),2019-2019,14,14,3,3,0,0,3,1 (1ct 0st),0.214,T20,Fielding,Fielding
SMSM Senanayake (SL),2012-2016,24,24,3,3,0,0,3,1 (1ct 0st),0.125,T20,Fielding,Fielding
Shahzaib Hasan (PAK),2009-2010,10,10,3,3,0,0,3,2 (2ct 0st),0.3,T20,Fielding,Fielding
D Sheeli (KUW),2019-2019,3,3,3,3,0,0,3,3 (3ct 0st),1.0,T20,Fielding,Fielding
NK Shetty (Mex),2019-2019,2,2,3,3,0,0,3,2 (2ct 0st),1.5,T20,Fielding,Fielding
Shiraz Khan (KUW),2019-2019,6,6,3,3,0,0,3,1 (1ct 0st),0.5,T20,Fielding,Fielding
P Silas (Botsw),2019-2019,4,4,3,3,0,0,3,1 (1ct 0st),0.75,T20,Fielding,Fielding
VS Solanki (ENG),2005-2007,3,3,3,3,0,2,1,2 (2ct 0st),1.0,T20,Fielding,Fielding
MWR Stokes (GUE),2019-2019,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
AO Suji (KENYA),2007-2010,8,8,3,3,0,0,3,1 (1ct 0st),0.375,T20,Fielding,Fielding
CR Suryawanshi (SGP),2019-2019,3,3,3,3,0,0,3,1 (1ct 0st),1.0,T20,Fielding,Fielding
A Symonds (AUS),2005-2009,14,14,3,3,0,0,3,1 (1ct 0st),0.214,T20,Fielding,Fielding
SW Tait (AUS),2007-2016,21,21,3,3,0,0,3,1 (1ct 0st),0.142,T20,Fielding,Fielding
SN Thakur (INDIA),2018-2018,7,7,3,3,0,0,3,1 (1ct 0st),0.428,T20,Fielding,Fielding
OFJ Tonuu (Samoa),2019-2019,4,4,3,3,0,3,0,1 (1ct 0st),0.75,T20,Fielding,Fielding
JD Unadkat (INDIA),2016-2018,10,10,3,3,0,0,3,1 (1ct 0st),0.3,T20,Fielding,Fielding
LV van Beek (NL),2014-2016,8,8,3,3,0,0,3,1 (1ct 0st),0.375,T20,Fielding,Fielding
HE van der Dussen (SA),2018-2019,9,9,3,3,0,0,3,2 (2ct 0st),0.33299999999999996,T20,Fielding,Fielding
M Vijay (INDIA),2010-2015,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
TP Visee (NL),2015-2019,27,26,3,3,0,0,3,1 (1ct 0st),0.115,T20,Fielding,Fielding
AC Voges (AUS),2007-2013,7,7,3,3,0,0,3,1 (1ct 0st),0.428,T20,Fielding,Fielding
C Waiswa (UGA),2019-2019,4,4,3,3,0,0,3,1 (1ct 0st),0.75,T20,Fielding,Fielding
HR Walsh (USA/WI),2019-2019,13,13,3,3,0,0,3,1 (1ct 0st),0.23,T20,Fielding,Fielding
BJ Watling (NZ),2009-2014,5,5,3,3,0,2,1,1 (1ct 0st),0.6,T20,Fielding,Fielding
UT Yadav (INDIA),2012-2019,7,7,3,3,0,0,3,1 (1ct 0st),0.428,T20,Fielding,Fielding
KJ Young (Blz),2019-2019,3,3,3,3,0,3,0,1 (1ct 0st),1.0,T20,Fielding,Fielding
SA Abbott (AUS),2014-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,T20,Fielding,Fielding
Abdullah Akbarjan (Aut),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Abdul Razzaq (PAK),2006-2013,32,32,2,2,0,0,2,1 (1ct 0st),0.062,T20,Fielding,Fielding
Abdul Shakoor (ROM),2019-2019,2,2,2,1,1,1,0,2 (1ct 1st),1.0,T20,Fielding,Fielding
AS Abioye (NGA),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
IKO Aboagye (Ghana),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Abu Hider (BDESH),2016-2018,13,12,2,2,0,0,2,1 (1ct 0st),0.166,T20,Fielding,Fielding
Abdul Hashmi (DEN),2019-2019,8,6,2,1,1,1,0,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Ahmed Faiz (MAL),2019-2019,10,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
CM Akachukwu (NGA),2019-2019,8,8,2,2,0,0,2,2 (2ct 0st),0.25,T20,Fielding,Fielding
DI Allan (KENYA),2012-2013,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
Alok Kapali (BDESH),2007-2011,7,7,2,2,0,0,2,1 (1ct 0st),0.285,T20,Fielding,Fielding
TR Ambrose (ENG),2008-2008,1,1,2,1,1,1,0,2 (1ct 1st),2.0,T20,Fielding,Fielding
Amjad Khan (UAE),2015-2016,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Amjad Mahboob (SGP),2019-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,T20,Fielding,Fielding
Amjad Sher (Fin),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Anamul Haque (BDESH),2012-2015,13,12,2,2,0,1,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
Anique Uddin (DEN),2019-2019,6,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
R Ankad (Mex),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
Anwar Arudin (MAL),2019-2019,12,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,T20,Fielding,Fielding
Anwar Rahman (MAL),2019-2019,9,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
Areeb Quadir (Fin),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,T20,Fielding,Fielding
Ashfaq Ahmed (UAE),2018-2019,12,12,2,2,0,0,2,1 (1ct 0st),0.166,T20,Fielding,Fielding
MNM Aslam (KUW),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Asrar Ahmed (),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
AA Banner (Blz),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
GG Banner (Blz),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
LJ Barker (GUE),2019-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
GEF Barnett (CAN),2008-2010,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
CD Barnwell (WI),2011-2013,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
A Bhagwat (HKG),2019-2019,4,4,2,2,0,2,0,2 (2ct 0st),0.5,T20,Fielding,Fielding
M Bhanuka (SL),2019-2019,2,2,2,2,0,2,0,1 (1ct 0st),1.0,T20,Fielding,Fielding
RA Bhatti (CAN),2012-2012,4,4,2,1,1,1,0,1 (1ct 0st),0.5,T20,Fielding,Fielding
DE Bollinger (AUS),2011-2014,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
JP Bray (IRE),2009-2009,2,2,2,2,0,0,2,1 (1ct 0st),1.0,T20,Fielding,Fielding
GB Brent (ZIM),2006-2007,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
PR Brown (ENG),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
AF Buurman (NL),2010-2010,4,4,2,1,1,1,0,2 (1ct 1st),0.5,T20,Fielding,Fielding
VD Chandra (PNM),2019-2019,3,3,2,2,0,2,0,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
BB Chari (ZIM),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
PP Chawla (INDIA),2010-2012,7,7,2,2,0,0,2,2 (2ct 0st),0.285,T20,Fielding,Fielding
CK Coventry (ZIM),2010-2015,13,13,2,2,0,1,1,1 (1ct 0st),0.153,T20,Fielding,Fielding
KM Dabengwa (ZIM),2006-2010,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
F Damiao Couana (Moz),2019-2019,7,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
P Danci (ROM),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,T20,Fielding,Fielding
RR David (CAN),2008-2008,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
JM Davison (CAN),2008-2010,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
LA Dawson (ENG),2016-2018,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
TB de Bruyn (SA),2017-2017,2,2,2,2,0,0,2,2 (2ct 0st),1.0,T20,Fielding,Fielding
N Deonarine (WI),2010-2013,8,8,2,2,0,0,2,2 (2ct 0st),0.25,T20,Fielding,Fielding
AP Devcich (NZ),2013-2014,4,4,2,2,0,0,2,2 (2ct 0st),0.5,T20,Fielding,Fielding
R Dhawan (INDIA),2016-2016,1,1,2,2,0,0,2,2 (2ct 0st),2.0,T20,Fielding,Fielding
GD Drummond (SCOT),2008-2013,17,17,2,2,0,0,2,1 (1ct 0st),0.11699999999999999,T20,Fielding,Fielding
L Emilio (Moz),2019-2019,5,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
GDR Eranga (CAN),2019-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
Faran Afzal (ESP),2019-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
Fayyaz Butt (OMAN),2019-2019,14,14,2,2,0,0,2,1 (1ct 0st),0.142,T20,Fielding,Fielding
A Ferguson (Arg),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
N Pradeep (SL),2016-2019,14,14,2,2,0,0,2,1 (1ct 0st),0.142,T20,Fielding,Fielding
WIA Fernando (SL),2019-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
NJ Ferraby (JER),2019-2019,14,14,2,2,0,0,2,1 (1ct 0st),0.142,T20,Fielding,Fielding
SP Fleming (NZ),2005-2006,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
DR Flynn (NZ),2008-2012,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
JD Freyone (GIBR),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,T20,Fielding,Fielding
GC Galanis (),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,T20,Fielding,Fielding
V Ganesan (GER),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
CJ Gannon (USA),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,T20,Fielding,Fielding
Habib Ahmadzai (Aut),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Hamid Hassan (AFG),2010-2016,22,22,2,2,0,0,2,1 (1ct 0st),0.09,T20,Fielding,Fielding
Hammad Azam (PAK),2012-2013,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Jandu Hamoud (KUW),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
AS Hansra (CAN),2012-2013,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
Haseeb Amjad (HKG),2014-2016,18,18,2,2,0,0,2,1 (1ct 0st),0.111,T20,Fielding,Fielding
JW Hastings (AUS),2010-2016,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
C Hauptfleisch (Caym),2019-2019,5,5,2,1,1,1,0,1 (1ct 0st),0.4,T20,Fielding,Fielding
Hazratullah Zazai (AFG),2016-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,T20,Fielding,Fielding
L Hermida (Mex),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
D Heyliger (CAN),2019-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,T20,Fielding,Fielding
RM Hira (NZ),2012-2013,15,15,2,2,0,0,2,1 (1ct 0st),0.133,T20,Fielding,Fielding
Hirenkumar Patel (Chile),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
S Hirugade (Mex),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Imran Anwar (BAH),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Imran Ali (KUW),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,T20,Fielding,Fielding
CA Ingram (SA),2010-2012,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
Irfan Ahmed (HKG),2014-2015,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
Ismat Ullah (),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
H Ivanov (),2019-2019,3,3,2,2,0,2,0,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
Joginder Sharma (INDIA),2007-2007,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
GO Jones (ENG),2005-2006,2,2,2,2,0,2,0,1 (1ct 0st),1.0,T20,Fielding,Fielding
MBS Jonkman (NL),2010-2010,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
Junaid Siddiqui (CAN),2012-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,T20,Fielding,Fielding
Junaid Siddique (UAE),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
Karweng NG (PHI),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,T20,Fielding,Fielding
