Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Format,Category,Type
MS Kasprowicz (AUS),2005-2005,2,2,2,2,0,0,2,1 (1ct 0st),1.0,T20,Fielding,Fielding
SM Katich (AUS),2005-2006,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
Z Khan (INDIA),2006-2012,17,17,2,2,0,0,2,1 (1ct 0st),0.11699999999999999,T20,Fielding,Fielding
Khurram Khan (UAE),2014-2014,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
M Klinger (AUS),2017-2017,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
HGJM Kulatunga (SL),2008-2008,2,2,2,2,0,0,2,2 (2ct 0st),1.0,T20,Fielding,Fielding
JS Kundi (KENYA),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
A Lark (Aut),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
LC Le Tissier (GUE),2019-2019,9,9,2,2,0,0,2,2 (2ct 0st),0.222,T20,Fielding,Fielding
JB Little (IRE),2016-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,T20,Fielding,Fielding
MF Maharoof (SL),2006-2016,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
NA Maiolo (ITA),2019-2019,8,7,2,2,0,0,2,1 (1ct 0st),0.285,T20,Fielding,Fielding
DJ Malan (ENG),2017-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
JN Malan (SA),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,T20,Fielding,Fielding
A Manousis (),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
Mansoor Amjad (PAK),2008-2008,1,1,2,2,0,0,2,2 (2ct 0st),2.0,T20,Fielding,Fielding
A Martin (WI),2011-2011,1,1,2,2,0,0,2,2 (2ct 0st),2.0,T20,Fielding,Fielding
SW Masakadza (ZIM),2010-2013,7,7,2,2,0,0,2,1 (1ct 0st),0.285,T20,Fielding,Fielding
WT Mashinge (ZIM),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,T20,Fielding,Fielding
NO Miller (WI),2009-2014,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
SF Mire (ZIM),2018-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
Mohammad Ghazanfar (HKG),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Mohammad Naim (BDESH),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
Mohammad Salman (PAK),2011-2011,1,1,2,1,1,1,0,2 (1ct 1st),2.0,T20,Fielding,Fielding
Mohammed Asghar (KUW),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Mohammed Nurji (MWI),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
RS Morton (WI),2006-2010,7,7,2,2,0,0,2,1 (1ct 0st),0.285,T20,Fielding,Fielding
Muhammad Kashif (KUW),2019-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
Muhammad Nadeem (Saudi),2019-2019,5,5,2,2,0,0,2,2 (2ct 0st),0.4,T20,Fielding,Fielding
RG Mukasa (UGA),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Mukhtar Ahmed (PAK),2015-2015,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
J Mulder (IRE),2016-2017,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
G Murali (CRC),2019-2019,3,3,2,2,0,2,0,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
Murid Ekrami (Belg),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
TK Musakanda (ZIM),2018-2018,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
LA Musiani (Arg),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
CT Mutombodzi (ZIM),2013-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,T20,Fielding,Fielding
B Muzarabani (ZIM),2018-2018,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Naeem Islam (BDESH),2008-2013,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
Nanda Kumar (CRC),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
N Nankov (),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
Naved-ul-Hasan (PAK),2006-2010,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Nawazish Jezuli (Saudi),2019-2019,1,1,2,2,0,2,0,2 (2ct 0st),2.0,T20,Fielding,Fielding
Najmul Hossain Shanto (BDESH),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,T20,Fielding,Fielding
Nazmul Islam (BDESH),2018-2018,13,13,2,2,0,0,2,1 (1ct 0st),0.153,T20,Fielding,Fielding
Nazwan Ismail (Mald),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
P Negi (INDIA),2016-2016,1,1,2,2,0,0,2,2 (2ct 0st),2.0,T20,Fielding,Fielding
K Nestor (GIBR),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
G Nikitas (),2019-2019,2,2,2,0,2,0,0,2 (0ct 2st),1.0,T20,Fielding,Fielding
Noor Momand (Belg),2019-2019,2,2,2,2,0,2,0,1 (1ct 0st),1.0,T20,Fielding,Fielding
F Nsubuga (UGA),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
M Ntini (SA),2005-2011,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
GH O'Brien (BMUDA),2008-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,T20,Fielding,Fielding
SA Okpe (NGA),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
LN Oluoch (KENYA),2013-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
AA Onikoyi (NGA),2019-2019,9,9,2,2,0,2,0,1 (1ct 0st),0.222,T20,Fielding,Fielding
E Otieno (KENYA),2012-2019,18,18,2,2,0,0,2,1 (1ct 0st),0.111,T20,Fielding,Fielding
KO Otieno (KENYA),2008-2008,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
HC Overdijk (NL),2018-2019,4,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
AM Oyede (NGA),2019-2019,8,8,2,2,0,0,2,2 (2ct 0st),0.25,T20,Fielding,Fielding
T Panyangara (ZIM),2013-2016,14,14,2,2,0,0,2,1 (1ct 0st),0.142,T20,Fielding,Fielding
AE Paraam (SGP),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
SD Parry (ENG),2014-2015,5,5,2,2,0,0,2,2 (2ct 0st),0.4,T20,Fielding,Fielding
IK Pathan (INDIA),2006-2012,24,23,2,2,0,0,2,1 (1ct 0st),0.086,T20,Fielding,Fielding
KMA Paul (WI),2018-2019,18,18,2,2,0,0,2,1 (1ct 0st),0.111,T20,Fielding,Fielding
T Perera (Botsw),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
JE Pitcher (BMUDA),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
OL Pitcher (BMUDA),2008-2008,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
SM Pollock (SA),2005-2008,12,12,2,2,0,0,2,1 (1ct 0st),0.166,T20,Fielding,Fielding
NS Poonia (SCOT),2007-2010,8,7,2,2,0,0,2,1 (1ct 0st),0.285,T20,Fielding,Fielding
A Poulose (OMAN),2017-2017,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
DBL Powell (WI),2007-2007,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
AD Poynter (IRE),2012-2016,19,17,2,2,0,0,2,1 (1ct 0st),0.11699999999999999,T20,Fielding,Fielding
A Pusthay (Fin),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Qadeer Ahmed (UAE),2015-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
Raees Ahmadzai (AFG),2010-2010,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
Raag Kapur (HKG),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
S Rakshit (CZK-R),2019-2019,7,7,2,2,0,0,2,1 (1ct 0st),0.285,T20,Fielding,Fielding
R Rampaul (WI),2007-2015,23,23,2,2,0,0,2,1 (1ct 0st),0.086,T20,Fielding,Fielding
Raza-ur-Rehman (CAN),2012-2013,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Raza Hasan (PAK),2012-2014,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
DJ Reekers (NL),2008-2009,6,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
GA Reynold (Blz),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
LH Rodrigues (),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
R Rohan (SGP),2019-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
S Rossi (Arg),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Saber Zakhil (Belg),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
S Saeed (Mald),2019-2019,5,5,2,2,0,0,2,2 (2ct 0st),0.4,T20,Fielding,Fielding
Sagar Pun (NEPAL),2014-2015,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
Sahibzada Farhan (PAK),2018-2018,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
J Salazar (Peru),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,T20,Fielding,Fielding
Saqib Zulfiqar (NL),2018-2019,6,6,2,2,0,0,2,2 (2ct 0st),0.33299999999999996,T20,Fielding,Fielding
A Sathya (Mex),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
V Sehwag (INDIA),2006-2012,19,18,2,2,0,0,2,1 (1ct 0st),0.111,T20,Fielding,Fielding
Shaikh Ashraf (Peru),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,T20,Fielding,Fielding
Shakeel Ansar (PAK),2012-2012,2,2,2,1,1,1,0,2 (1ct 1st),1.0,T20,Fielding,Fielding
PH Shamdasani (Peru),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Shamsur Rahman (BDESH),2013-2014,9,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
V Shankar (INDIA),2018-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
Shoaib Akhtar (PAK),2006-2010,15,15,2,2,0,0,2,1 (1ct 0st),0.133,T20,Fielding,Fielding
Shoaib Ali (Saudi),2019-2019,5,5,2,2,0,0,2,2 (2ct 0st),0.4,T20,Fielding,Fielding
Shoaib Qureshi (Fin),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Sidhant Singh (SGP),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
RP Singh (INDIA),2007-2009,10,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
L Sipamla (SA),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
S Smith (BMUDA),2019-2019,5,5,2,2,0,2,0,1 (1ct 0st),0.4,T20,Fielding,Fielding
S Snater (NL),2018-2019,13,12,2,2,0,0,2,1 (1ct 0st),0.166,T20,Fielding,Fielding
Sohag Gazi (BDESH),2012-2015,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
CA Soper (PNG),2015-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,T20,Fielding,Fielding
S Sreesanth (INDIA),2006-2008,10,9,2,2,0,0,2,2 (2ct 0st),0.222,T20,Fielding,Fielding
H Srinivasan (GER),2019-2019,1,1,2,1,1,1,0,2 (1ct 1st),2.0,T20,Fielding,Fielding
JH Stander (SCOT),2009-2012,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,T20,Fielding,Fielding
F Stoman (PORT),2019-2019,4,4,2,1,1,1,0,2 (1ct 1st),0.5,T20,Fielding,Fielding
DC Stovell (BMUDA),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
GM Strydom (Caym),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
JTS Sumerauer (JER),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
K Suttisan (THAI),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,T20,Fielding,Fielding
Syed Aziz (MAL),2019-2019,14,13,2,2,0,0,2,1 (1ct 0st),0.153,T20,Fielding,Fielding
Tahir Dar (BAH),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Tauqeer Hussain (ESP),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
WU Tharanga (SL),2006-2018,26,26,2,2,0,0,2,1 (1ct 0st),0.076,T20,Fielding,Fielding
J Theron (SA),2010-2012,9,9,2,2,0,0,2,1 (1ct 0st),0.222,T20,Fielding,Fielding
RA Thomas (CAN),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,T20,Fielding,Fielding
GJ Thompson (IRE),2016-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
T Thushara (SL),2008-2010,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
DT Tiripano (ZIM),2016-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
MK Tiwary (INDIA),2011-2012,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
JC Tredwell (ENG),2012-2014,17,16,2,2,0,0,2,1 (1ct 0st),0.125,T20,Fielding,Fielding
ME Trescothick (ENG),2005-2006,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
T Tshose (Botsw),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,T20,Fielding,Fielding
E Ul Haq (NOR),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
Umar Adam (Mald),2019-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,T20,Fielding,Fielding
RV Uthappa (INDIA),2007-2015,13,12,2,2,0,1,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
R van der Merwe (Arg),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,T20,Fielding,Fielding
S Vashisht (ROM),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
Vichanath Singh (THAI),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Vinod Kumar (ESP),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
BV Vitori (ZIM),2012-2016,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,T20,Fielding,Fielding
Waheed Ahmed (UAE),2019-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,T20,Fielding,Fielding
SR Welsh (CAN),2008-2008,1,1,2,2,0,0,2,2 (2ct 0st),2.0,T20,Fielding,Fielding
AR White (IRE),2008-2012,18,17,2,2,0,0,2,1 (1ct 0st),0.11699999999999999,T20,Fielding,Fielding
CG Williams (NAM),2019-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,T20,Fielding,Fielding
OR Willis (Caym),2019-2019,3,3,2,1,1,0,1,1 (1ct 0st),0.6659999999999999,T20,Fielding,Fielding
C Wright (Caym),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Yasar Haroon (),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
Yusuf Ebrahim (PNM),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,T20,Fielding,Fielding
Zahoor Khan (UAE),2017-2019,18,18,2,2,0,0,2,1 (1ct 0st),0.111,T20,Fielding,Fielding
C Zhuwao (ZIM),2008-2018,7,7,2,2,0,0,2,1 (1ct 0st),0.285,T20,Fielding,Fielding
Zishan Shah (DEN),2019-2019,6,4,2,2,0,0,2,1 (1ct 0st),0.5,T20,Fielding,Fielding
B Zuiderent (NL),2009-2010,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
M Abdulla (MWI),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Abdul Shakoor (UAE),2015-2019,6,6,1,0,1,0,0,1 (0ct 1st),0.166,T20,Fielding,Fielding
Abdul Wahid (Saudi),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Abraash Khan (CAN),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
Abrar Bilal (Aut),2019-2019,3,3,1,0,1,0,0,1 (0ct 1st),0.33299999999999996,T20,Fielding,Fielding
Abu Jayed (BDESH),2018-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
AR Adams (NZ),2005-2006,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
VD Adewoye (NGA),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
Afsar Zazai (AFG),2013-2013,1,1,1,0,1,0,0,1 (0ct 1st),1.0,T20,Fielding,Fielding
GJ Agius (MALTA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
P Agnihotri (NOR),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
SA Ahmad (DEN),2019-2019,5,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Ahmed Hassan (Mald),2019-2019,11,11,1,1,0,0,1,1 (1ct 0st),0.09,T20,Fielding,Fielding
GW Aldridge (NZ),2011-2011,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
Amir Ali (OMAN),2015-2016,10,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
Amjad Ali (UAE),2014-2015,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
Anam Mollik (ITA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Anasim Khan (BAH),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Aqib Iqbal (Aut),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
S Arachchige (ITA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Arafat Sunny (BDESH),2014-2016,10,10,1,1,0,0,1,1 (1ct 0st),0.1,T20,Fielding,Fielding
Aritra Dutta (SGP),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,T20,Fielding,Fielding
P Arora (Mex),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
U Aryaman Sunil (SGP),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Ashiqullah Said (Belg),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
A Ashokan (CZK-R),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
Aslam Mohammad (),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
SK Atai (PNG),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
V Ateak (Ghana),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Atif Kamal (LUX),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
MS Aulakh (CAN),2012-2013,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
Avi Dixit (SGP),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
Awais Malik (QAT),2019-2019,11,11,1,1,0,0,1,1 (1ct 0st),0.09,T20,Fielding,Fielding
MO Bacarese (GIBR),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
KS Bagabena (Ghana),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
JD Baker (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
G Bakiweyem (Ghana),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
WD Balaji Rao (CAN),2008-2008,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Baljit Singh (ITA),2019-2019,8,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
JT Ball (ENG),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
CT Bancroft (AUS),2016-2016,1,1,1,1,0,1,0,1 (1ct 0st),1.0,T20,Fielding,Fielding
HMCM Bandara (SL),2006-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
S Bantzas (),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
AB Barath (WI),2010-2011,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
J Barker (LUX),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
P Baron (Arg),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
OO Bascome (BMUDA),2008-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
T Bavuma (SA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
RL Bhudia (KENYA),2007-2007,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
SR Bhudia (KENYA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
Bilawal Bhatti (PAK),2013-2015,9,9,1,1,0,0,1,1 (1ct 0st),0.111,T20,Fielding,Fielding
TR Birt (AUS),2010-2012,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
D Bishoo (WI),2011-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
JAR Blain (SCOT),2007-2008,6,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
TA Blundell (NZ),2017-2018,3,3,1,1,0,1,0,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
SM Boland (AUS),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
SG Borthwick (ENG),2011-2011,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
LE Bosman (SA),2006-2010,14,14,1,1,0,0,1,1 (1ct 0st),0.071,T20,Fielding,Fielding
IDR Bradshaw (WI),2006-2006,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
DR Briggs (ENG),2012-2014,7,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
N Buckle (GUE),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
J Bulele (Moz),2019-2019,7,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
DE Burgess (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
DK Butler (WI),2006-2006,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
CL Cairns (NZ),2005-2006,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
JD Campbell (WI),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
RJ Campbell (HKG),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
MA Carberry (ENG),2014-2014,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
NM Carter (SCOT),2013-2013,7,7,1,1,0,0,1,1 (1ct 0st),0.142,T20,Fielding,Fielding
P Chandran (Mex),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
N Chejay (BHU),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,T20,Fielding,Fielding
TS Chisoro (ZIM),2015-2018,12,12,1,1,0,0,1,1 (1ct 0st),0.083,T20,Fielding,Fielding
AN Cook (ENG),2007-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
J Cutinho (CRC),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
DK Dahyabhai Ahir (PNM),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
JWM Dalrymple (ENG),2006-2007,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
H Dandapani (Fin),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,T20,Fielding,Fielding
K Dasan (),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,T20,Fielding,Fielding
AS Dean (CAN),2008-2013,2,2,1,1,0,0,1,1 (1ct 0st),0.5,T20,Fielding,Fielding
M de Lange (SA),2012-2015,6,6,1,1,0,0,1,1 (1ct 0st),0.166,T20,Fielding,Fielding
CJ Delany (GIBR),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,T20,Fielding,Fielding
