Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Format,Category,Type
BF Hastings (NZ),1973-1975,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
FC Hayes (ENG),1973-1975,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Hazratullah Zazai (AFG),2018-2019,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RGA Headley (WI),1973-1973,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
IA Healy (AUS),1988-1997,168,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SP Heaney (CAN),2006-2006,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SD Heazlett (AUS),2017-2017,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JG Heron (ZIM),1983-1983,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SO Hetmyer (WI),2017-2019,43,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PD Heyn (SL),1975-1975,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AMJ Hilditch (AUS),1979-1985,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RIC Holder (WI),1993-1997,37,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KA Hope (WI),2017-2017,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SD Hope (WI),2016-2019,72,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GJ Hopkins (NZ),2004-2010,25,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MJ Horne (NZ),1997-2002,50,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PA Horne (NZ),1987-1987,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JM How (NZ),2005-2011,41,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
LG Howell (NZ),1998-1998,12,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PJ Hughes (AUS),2013-2014,25,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Humayun Farhat (PAK),2001-2001,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GW Humpage (ENG),1981-1981,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
N Hussain (ENG),1989-2003,88,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RO Hussain (SCOT),2006-2010,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KH Butt (HKG),2008-2008,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DP Hyatt (WI),2011-2011,9,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Ibrahim Zadran (AFG),2019-2019,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Ihsanullah (AFG),2017-2018,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Ikram Alikhil (AFG),2019-2019,12,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Imam-ul-Haq (PAK),2017-2019,37,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Imran Abbas (PAK),2000-2000,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Imrul Kayes (BDESH),2008-2018,78,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Imtiaz Abbasi (UAE),1994-1996,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PJ Ingram (NZ),2010-2010,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
IT Iqbal (KENYA),1996-1996,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RD Jacobs (WI),1996-2004,147,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
W Jaffer (INDIA),2006-2006,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Jahangir Alam (BDESH),1997-1999,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Jahurul Islam (BDESH),2010-2013,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
WR James (ZIM),1992-1996,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PA Jaques (AUS),2006-2007,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Jatinder Singh (OMAN),2019-2019,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Javed Omar (BDESH),1995-2007,59,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Javed Qadeer (PAK),1995-1995,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Jawahir Shah (EAf),1975-1975,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RSA Jayasekera (SL),1982-1982,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SA Jayasinghe (SL),1979-1979,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HAPW Jayawardene (SL),2003-2007,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
LR Johnson (WI),2008-2015,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MR Johnson (USA),2004-2004,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GO Jones (ENG/PNG),2004-2014,51,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MA Jones (SCOT),2018-2019,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RA Jones (NZ),2003-2003,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
C Jonker (SA),2018-2018,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
S Jora (NEPAL),2019-2019,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SC Joseph (WI),2000-2005,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DI Joyce (IRE),2006-2007,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
EC Joyce (ENG/IRE),2006-2018,78,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
R Kaia (ZIM),2015-2015,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
M Kaif (INDIA),2002-2006,125,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AV Kale (INDIA),2003-2003,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RS Kaluwitharana (SL),1990-2004,189,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Kamran Akmal (PAK),2002-2017,157,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TS Kamunhukamwe (ZIM),2018-2019,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RB Kanhai (WI),1973-1975,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
M Karg (NAM),2003-2003,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
IA Karim (KENYA),2011-2014,9,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SS Karim (INDIA),1997-2000,34,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KD Karthik (INDIA),2004-2019,94,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
F Kasteni (ZIM),2007-2007,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SM Katich (AUS),2001-2006,45,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MF Kent (AUS),1981-1981,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RB Kerr (AUS),1985-1985,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
D Keulder (NAM),2003-2003,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RWT Key (ENG),2003-2004,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SP Khakurel (NEPAL),2018-2018,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Khaled Mashud (BDESH),1995-2006,126,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Khalid Latif (PAK),2008-2010,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SC Khanna (INDIA),1979-1984,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
UT Khawaja (AUS),2013-2019,40,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GK Khoda (INDIA),1998-1998,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AR Khurasiya (INDIA),1999-2001,12,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Khurram Manzoor (PAK),2008-2009,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Khurram Nawaz (OMAN),2019-2019,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
C Kieswetter (ENG),2010-2013,46,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BA King (WI),2019-2019,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SMH Kirmani (INDIA),1976-1986,49,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
H Klaasen (SA),2018-2019,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NV Knight (ENG),1996-2003,100,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
APE Knott (ENG),1971-1977,20,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
LJ Koen (SA),1997-2000,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JP Kotze (NAM),2019-2019,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
P Krishnamurthy (INDIA),1976-1976,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CK Kruger (HKG),2008-2008,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
N Kruger (NL),2011-2011,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DSBP Kuruppu (SL),1983-1990,54,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BM Laird (AUS),1979-1982,23,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SB Lama (HKG),2004-2004,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JL Langer (AUS),1994-1997,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TWM Latham (NZ),2012-2019,95,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
WM Lawry (AUS),1971-1971,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
WK Lees (NZ),1979-1983,31,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
E Lewis (WI),2016-2019,48,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GFJ Liebenberg (SA),1995-1998,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Liton Das (BDESH),2015-2019,33,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GD Lloyd (ENG),1996-1998,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TA Lloyd (ENG),1984-1984,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DR Lockhart (SCOT),2006-2010,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JD Love (ENG),1981-1981,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MB Loye (ENG),2007-2007,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BW Luckhurst (ENG),1975-1975,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MJ Lumb (ENG),2014-2014,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MA Lynch (ENG),1988-1988,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CA Lynn (AUS),2017-2018,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
C McAuslan (HKG),2017-2017,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NFI McCallum (SCOT),2006-2011,43,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RB McCosker (AUS),1975-1982,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BB McCullum (NZ),2002-2016,260,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PD McGlashan (NZ),2009-2009,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JA Maclean (AUS),1979-1979,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
H McLeod (EAf),1975-1975,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NJ MacRae (SCOT),2006-2006,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
EB McSweeney (NZ),1986-1987,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DL Maddy (ENG),1998-2000,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TN Madondo (ZIM),1998-2001,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mahbubur Rahman (BDESH),1999-1999,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JP Maher (AUS),1998-2003,26,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mahmood Hamid (PAK),1995-1995,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DJ Malan (ENG),2019-2019,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JS Malhotra (USA),2019-2019,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
G Malla (NEPAL),2018-2019,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GA Manou (AUS),2009-2009,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
A Maregwede (ZIM),2003-2005,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RW Marsh (AUS),1971-1984,92,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SE Marsh (AUS),2008-2019,73,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CA Marshall (CAN),1979-1979,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HJH Marshall (NZ),2003-2007,66,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JAH Marshall (NZ),2005-2008,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JJ Martin (INDIA),1999-2001,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Masood Iqbal (PAK),1984-1984,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SJ Massiah (USA),2004-2004,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
EH Mattis (WI),1981-1981,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BM Mauricette (CAN),1979-1979,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TMK Mawoyo (ZIM),2006-2014,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MP Maynard (ENG),1994-2000,14,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RD McCann (IRE),2010-2010,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JA McCollum (IRE),2019-2019,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SS McKechnie (HKG),2017-2018,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
V Mehra (UAE),1994-1996,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PS Mehta (EAf),1975-1975,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
LRD Mendis (SL),1975-1989,79,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MC Mendis (SL),1995-1995,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DA Miller (SA),2010-2019,126,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DA Minors (BMUDA),2006-2007,20,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Aslam (UAE),1996-1996,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Iqbal (CAN),2007-2008,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Ishaq (UAE),1994-1996,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Mithun (BDESH),2014-2019,24,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Rizwan (PAK),2015-2019,32,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Salim (BDESH),2003-2003,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Salman (PAK),2011-2011,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Shahzad (AFG),2009-2019,84,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohammad Wasim (PAK),1996-2000,25,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mohibullah Oryakhel (AFG),2013-2013,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Moin-ul-Atiq (PAK),1988-1989,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Moin Khan (PAK),1990-2004,219,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NR Mongia (INDIA),1994-2000,140,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Moniruzzaman (BDESH),2003-2003,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PJ Moor (ZIM),2014-2019,49,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KS More (INDIA),1984-1993,94,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
VV Morea (PNG),2014-2018,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DWO Morgan (BMUDA),2006-2006,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
EJG Morgan (ENG/IRE),2006-2019,233,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JE Morris (ENG),1990-1991,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JK Moss (AUS),1979-1979,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MD Moxon (ENG),1985-1988,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TV Mufambisi (ZIM),2006-2007,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Muhammad Usman (UAE),2016-2019,30,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AA Mulla (CAN),2006-2009,24,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
EMDY Munaweera (SL),2017-2017,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HG Munsey (SCOT),2017-2019,25,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GB Murgatroyd (NAM),2003-2003,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
D Murphy (SCOT),2013-2013,8,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DA Murray (WI),1973-1981,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DJ Murray (NZ),1994-1994,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DL Murray (WI),1973-1980,26,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JR Murray (WI),1992-1999,55,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
R Murray (ZIM),2018-2018,5,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Mushfiqur Rahim (BDESH),2006-2019,216,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
P Mustard (ENG),2007-2008,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
F Mutizwa (ZIM),2009-2011,17,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
R Mutumbami (ZIM),2014-2019,33,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SJ Myburgh (NL),2011-2018,13,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
G Mylvaganam (UAE),1996-1996,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Naeemuddin Aslam (UAE),2004-2004,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nafees Iqbal (BDESH),2003-2005,16,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SS Naik (INDIA),1974-1974,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
KK Nair (INDIA),2016-2016,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Najeeb Tarakai (AFG),2017-2017,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nasim-ul-Ghani (PAK),1973-1973,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nasir Ahmed (BDESH),1988-1990,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nasir Hameed (HKG),2004-2004,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nasir Jamshed (PAK),2008-2015,48,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nasir Javed (USA),2004-2004,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Naumanullah (PAK),2008-2008,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MN Nawaz (SL),1998-2002,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nazimuddin (BDESH),2008-2012,11,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Najmul Hossain Shanto (BDESH),2018-2018,3,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CJ Nevin (NZ),2000-2003,37,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
HM Nicholls (NZ),2015-2019,45,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
PA Nixon (ENG),2007-2007,19,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Noor-ul-Haq (AFG),2010-2010,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Noor Ali Zadran (AFG),2009-2019,51,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nurul Abedin (BDESH),1986-1990,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
Nurul Hasan (BDESH),2016-2016,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AA Obanda (KENYA),2007-2014,49,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NJ O'Brien (IRE),2006-2018,103,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
DO Obuya (KENYA),2001-2012,74,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MP O'Dowd (NL),2019-2019,2,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NV Ojha (INDIA),2010-2010,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MA Ouma (KENYA),2004-2014,80,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
TD Paine (AUS),2009-2018,35,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
SJ Palframan (SA),1996-1996,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MK Pandey (INDIA),2015-2018,23,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
CS Pandit (INDIA),1986-1992,36,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
RR Pant (INDIA),2018-2019,15,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
MHW Papps (NZ),2004-2005,6,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
JV Paranjpe (INDIA),1998-1998,4,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
BA Parchment (WI),2007-2008,7,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
GAHM Parkar (INDIA),1982-1984,10,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
NM Parker (NZ),1976-1976,1,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
AC Parore (NZ),1992-2002,179,-,-,-,0.0,-,0.0,0.0,-,-,-,ODI,Bowling,Bowling
